net,length_um
_00593_,5.62
_00915_,5.62
_00922_,5.62
_01764_,5.62
_01777_,5.62
_01994_,5.62
net1514,5.62
net1588,5.62
net1608,5.62
net1679,5.62
net1727,5.62
net1840,5.62
net1945,5.62
_00077_,5.6
_00183_,5.6
_03387_,5.6
_03515_,5.6
_04062_,5.6
_04260_,5.6
_04302_,5.6
async_fifo_Writing.async_fifo\[0\]\[48\],5.6
async_fifo_Writing.async_fifo\[6\]\[59\],5.6
async_fifo_Reading.async_fifo\[13\]\[8\],5.585
_00237_,5.58
_00505_,5.58
_00664_,5.58
_00867_,5.58
_01767_,5.58
_01957_,5.58
async_fifo_Writing.async_fifo\[14\]\[68\],5.58
async_fifo_Writing.async_fifo\[1\]\[32\],5.58
net1800,5.58
async_fifo_Writing.async_fifo\[0\]\[63\],5.575
_02735_,5.56
async_fifo_Writing.async_fifo\[11\]\[44\],5.56
async_fifo_Writing.async_fifo\[13\]\[24\],5.56
async_fifo_Writing.async_fifo\[14\]\[18\],5.56
async_fifo_Writing.async_fifo\[1\]\[11\],5.56
_00269_,5.545
_00325_,5.545
_00464_,5.545
_00537_,5.545
_00813_,5.545
_01141_,5.545
_01395_,5.545
net727,5.545
net751,5.545
net782,5.545
net864,5.545
net1022,5.545
async_fifo_Reading.async_fifo\[2\]\[23\],5.54
m_apb_master_state[1],5.53
m_apb_paddr[25],5.53
m_apb_paddr[2],5.53
m_apb_paddr[6],5.53
m_apb_paddr[7],5.53
m_apb_psel[0],5.53
m_apb_psel[1],5.53
m_apb_pslverrmsg_mux[0],5.53
m_apb_pwdata[18],5.53
s_axi_araddr[18],5.53
s_axi_awvalid,5.53
s_axi_rdata[11],5.53
s_axi_wdata[20],5.53
sr_axi_slave_state[1],5.53
net829,5.525
net1038,5.525
net653,5.52
net704,5.52
net708,5.52
net714,5.52
net716,5.52
net736,5.52
net743,5.52
net764,5.52
net822,5.52
net826,5.52
net857,5.52
net873,5.52
net886,5.52
net1004,5.52
net1015,5.52
net1039,5.52
net1058,5.52
net1072,5.52
net1169,5.52
net1435,5.52
net1459,5.52
net1465,5.52
net1488,5.52
net1505,5.52
net1508,5.52
net1512,5.52
net1517,5.52
net1527,5.52
net1605,5.52
net1666,5.52
net1691,5.52
net1701,5.52
net1734,5.52
net1837,5.52
net1843,5.52
net1930,5.52
net1942,5.52
net2030,5.52
net2045,5.52
net2053,5.52
async_fifo_Reading.async_fifo\[10\]\[16\],5.515
net625,5.51
_00456_,5.505
_00471_,5.505
_00576_,5.505
_00768_,5.505
_00806_,5.505
_00898_,5.505
_00958_,5.505
_01547_,5.505
_01958_,5.505
_01894_,5.5
_01933_,5.5
_02343_,5.5
async_fifo_Reading.async_fifo\[10\]\[23\],5.5
async_fifo_Reading.async_fifo\[10\]\[26\],5.5
async_fifo_Reading.async_fifo\[5\]\[12\],5.5
async_fifo_Reading.async_fifo\[8\]\[23\],5.5
net641,5.5
net1139,5.5
net1160,5.5
net1178,5.5
net1821,5.5
net1872,5.5
async_fifo_Reading.async_fifo\[14\]\[18\],5.485
async_fifo_Reading.async_fifo\[2\]\[6\],5.485
async_fifo_Writing.async_fifo\[4\]\[52\],5.485
async_fifo_Writing.async_fifo\[4\]\[7\],5.485
async_fifo_Writing.async_fifo\[8\]\[51\],5.485
_01919_,5.48
_02224_,5.48
_03449_,5.48
async_fifo_Writing.async_fifo\[15\]\[29\],5.48
async_fifo_Writing.async_fifo\[15\]\[53\],5.48
net709,5.48
_00746_,5.475
_01743_,5.465
_00088_,5.46
_01901_,5.46
_02037_,5.46
_02091_,5.46
_02259_,5.46
_03869_,5.46
async_fifo_Reading.async_fifo\[15\]\[25\],5.46
net813,5.46
_00861_,5.445
_00514_,5.435
_00711_,5.435
_00921_,5.435
_01561_,5.435
_01598_,5.435
_01609_,5.435
_01653_,5.435
_01673_,5.435
_01717_,5.435
_01866_,5.435
_01868_,5.435
net794,5.425
prdata_slaves[105],5.41
prdata_slaves[33],5.41
prdata_slaves[82],5.41
prdata_slaves[97],5.41
s_axi_wdata[25],5.41
s_axi_wdata[27],5.41
s_axi_wdata[4],5.41
_01292_,5.405
_02369_,5.4
async_fifo_Reading.rptr_gray_sync1\[3\],5.4
net186,5.4
net785,5.4
net833,5.4
net1281,5.4
net1497,5.4
net1522,5.4
net1602,5.4
net1643,5.4
net1707,5.4
net1764,5.4
net1869,5.4
net1907,5.4
net1928,5.4
net1993,5.4
async_fifo_Reading.async_fifo\[14\]\[20\],5.385
async_fifo_Reading.async_fifo\[2\]\[29\],5.385
_00043_,5.38
_00089_,5.38
_00189_,5.38
_00195_,5.38
_00979_,5.38
_00984_,5.38
_01025_,5.38
_01087_,5.38
_01092_,5.38
_01888_,5.38
_02015_,5.38
_02077_,5.38
_02080_,5.38
_02417_,5.38
_02449_,5.38
_02502_,5.38
_02531_,5.38
_02556_,5.38
_03318_,5.38
_03324_,5.38
_03470_,5.38
_03553_,5.38
_03647_,5.38
_03767_,5.38
_03942_,5.38
_03971_,5.38
_04127_,5.38
_04155_,5.38
_04179_,5.38
_04265_,5.38
_04373_,5.38
async_fifo_Reading.async_fifo\[15\]\[20\],5.38
async_fifo_Reading.async_fifo\[5\]\[31\],5.38
async_fifo_Reading.rptr_gray_sync2\[3\],5.38
async_fifo_Writing.async_fifo\[11\]\[5\],5.38
async_fifo_Writing.rptr_gray_sync1\[1\],5.38
axi_slave_fsm_block.axi_awaddr_reg\[16\],5.38
axi_slave_fsm_block.axi_wdata_reg\[14\],5.38
net249,5.38
net870,5.38
net1432,5.38
net1499,5.38
net1548,5.38
async_fifo_Reading.async_fifo\[13\]\[9\],5.365
async_fifo_Reading.async_fifo\[1\]\[35\],5.365
_01271_,5.36
_02023_,5.36
apb_master_fsm_block.m_apb_paddr_reg\[27\],5.36
async_fifo_Reading.async_fifo\[15\]\[16\],5.36
async_fifo_Reading.async_fifo\[15\]\[31\],5.36
async_fifo_Reading.async_fifo\[5\]\[33\],5.36
async_fifo_Reading.async_fifo\[5\]\[8\],5.36
async_fifo_Reading.async_fifo\[6\]\[16\],5.36
async_fifo_Writing.async_fifo\[13\]\[55\],5.36
async_fifo_Writing.async_fifo\[14\]\[35\],5.36
_01138_,5.345
_01558_,5.345
_01610_,5.345
_02145_,5.345
_00104_,5.34
_01174_,5.34
_01886_,5.34
_01906_,5.34
_02014_,5.34
_02088_,5.34
_02109_,5.34
_02114_,5.34
_02197_,5.34
_02206_,5.34
_02207_,5.34
_02441_,5.34
_02492_,5.34
_02516_,5.34
_02558_,5.34
_02588_,5.34
_02609_,5.34
_02807_,5.34
_02812_,5.34
_02816_,5.34
_03164_,5.34
_03223_,5.34
_03481_,5.34
_03497_,5.34
_03690_,5.34
_03692_,5.34
_03796_,5.34
_03836_,5.34
_03897_,5.34
_03923_,5.34
_03970_,5.34
_04126_,5.34
_04252_,5.34
_04288_,5.34
_04319_,5.34
_04332_,5.34
_04397_,5.34
_04398_,5.34
_05164_,5.34
async_fifo_Writing.async_fifo\[0\]\[42\],5.34
async_fifo_Writing.async_fifo\[13\]\[11\],5.34
axi_slave_fsm_block.axi_wdata_reg\[11\],5.34
net1684,5.34
net1949,5.34
_00877_,5.325
_01202_,5.325
async_fifo_Writing.async_fifo\[4\]\[53\],5.32
async_fifo_Writing.async_fifo\[8\]\[11\],5.32
s_axi_araddr[19],5.31
s_axi_araddr[29],5.31
s_axi_rdata_return[19],5.31
_00331_,5.305
_00407_,5.305
_00530_,5.305
_00623_,5.305
_00679_,5.305
_00741_,5.305
_01279_,5.305
_01407_,5.305
_01487_,5.305
_02148_,5.305
net788,5.305
net831,5.305
net916,5.305
net936,5.305
net1095,5.305
net1255,5.305
net1349,5.305
_04090_,5.3
m_apb_pwdata[11],5.29
prdata_slaves[117],5.29
s_axi_awaddr[29],5.29
s_axi_rdata_return[7],5.29
async_fifo_Writing.async_fifo\[4\]\[3\],5.285
async_fifo_Writing.async_fifo\[9\]\[16\],5.285
_01185_,5.28
_02549_,5.28
_03384_,5.28
_03566_,5.28
_04214_,5.28
async_fifo_Writing.async_fifo\[13\]\[31\],5.28
_00266_,5.265
_00414_,5.265
_00678_,5.265
_00747_,5.265
_01948_,5.265
_01923_,5.26
_02385_,5.26
_02402_,5.26
_02455_,5.26
_03114_,5.26
_03182_,5.26
_03195_,5.26
_03201_,5.26
_03332_,5.26
_03358_,5.26
_03606_,5.26
_03689_,5.26
_03730_,5.26
_03745_,5.26
_03925_,5.26
_03935_,5.26
_03973_,5.26
_04012_,5.26
_04093_,5.26
_04191_,5.26
_04223_,5.26
_04354_,5.26
_04803_,5.26
_04885_,5.26
_05213_,5.26
async_fifo_Reading.async_fifo\[12\]\[29\],5.26
async_fifo_Reading.async_fifo\[15\]\[21\],5.26
async_fifo_Reading.async_fifo\[6\]\[23\],5.26
async_fifo_Writing.async_fifo\[11\]\[27\],5.26
async_fifo_Writing.async_fifo\[12\]\[3\],5.26
async_fifo_Writing.async_fifo\[15\]\[13\],5.26
async_fifo_Writing.async_fifo\[15\]\[20\],5.26
async_fifo_Writing.async_fifo\[3\]\[47\],5.26
async_fifo_Writing.async_fifo\[3\]\[68\],5.26
async_fifo_Writing.async_fifo\[6\]\[41\],5.26
async_fifo_Writing.async_fifo\[7\]\[2\],5.26
net821,5.26
net842,5.26
net965,5.26
net1272,5.26
async_fifo_Writing.async_fifo\[12\]\[4\],5.25
_00632_,5.245
_01836_,5.245
_01982_,5.245
_00453_,5.24
_00722_,5.24
_01981_,5.24
async_fifo_Writing.async_fifo\[13\]\[41\],5.24
async_fifo_Writing.async_fifo\[1\]\[31\],5.24
net1853,5.24
_00128_,5.225
_01900_,5.225
_02066_,5.225
async_fifo_Writing.async_fifo\[8\]\[40\],5.225
net1412,5.225
net1419,5.225
_02350_,5.22
_02559_,5.22
_02708_,5.22
_03168_,5.22
_03588_,5.22
_03743_,5.22
_03748_,5.22
_03846_,5.22
_03960_,5.22
_04014_,5.22
_04032_,5.22
_04095_,5.22
_04385_,5.22
_04697_,5.22
_04965_,5.22
_05220_,5.22
async_fifo_Reading.async_fifo\[7\]\[5\],5.22
_01024_,5.205
m_apb_paddr[14],5.19
m_apb_pwdata[19],5.19
m_apb_pwdata[1],5.19
m_apb_pwdata[27],5.19
s_axi_araddr[9],5.19
s_axi_awaddr[10],5.19
s_axi_rdata[16],5.19
s_axi_rdata[30],5.19
s_axi_rdata_return[26],5.19
s_axi_rdata_return[2],5.19
_00914_,5.185
_00934_,5.185
_01733_,5.185
_01828_,5.18
s_axi_wdata[18],5.17
_00804_,5.165
net712,5.165
_00257_,5.16
_00656_,5.16
_00762_,5.16
_00786_,5.16
_01067_,5.16
_01249_,5.16
_01649_,5.16
_05101_,5.16
net1507,5.16
net1533,5.16
net1579,5.16
net1582,5.16
net1622,5.16
net1783,5.16
net1812,5.16
net1850,5.16
async_fifo_Reading.async_fifo\[14\]\[6\],5.145
async_fifo_Writing.async_fifo\[4\]\[6\],5.145
_00148_,5.14
_03118_,5.14
_05403_,5.14
async_fifo_Reading.async_fifo\[4\]\[10\],5.14
async_fifo_Reading.async_fifo\[9\]\[35\],5.14
async_fifo_Reading.rptr_gray\[0\],5.14
async_fifo_Writing.async_fifo\[7\]\[53\],5.14
net650,5.14
net935,5.14
net1123,5.14
net1855,5.14
_04246_,5.135
_00288_,5.095
_00513_,5.095
_00783_,5.095
_00562_,5.085
_00583_,5.085
_00614_,5.085
_00777_,5.085
_00845_,5.085
_01160_,5.085
_01871_,5.085
_01959_,5.085
net734,5.085
net883,5.085
s_axi_awaddr[2],5.07
s_axi_wdata[6],5.07
_00027_,5.065
_00356_,5.065
_00431_,5.065
net691,5.06
net717,5.06
net737,5.06
net740,5.06
net755,5.06
net761,5.06
net791,5.06
net803,5.06
net812,5.06
net823,5.06
net832,5.06
net839,5.06
net851,5.06
net880,5.06
net891,5.06
net894,5.06
net901,5.06
net911,5.06
net912,5.06
net941,5.06
net989,5.06
net992,5.06
net1010,5.06
net1016,5.06
net1067,5.06
net1105,5.06
net1148,5.06
net1164,5.06
net1168,5.06
net1175,5.06
net1188,5.06
net1206,5.06
net1240,5.06
net1242,5.06
net1268,5.06
net1367,5.06
net1410,5.06
net1482,5.06
net1486,5.06
net1519,5.06
net1526,5.06
net1528,5.06
net1541,5.06
net1544,5.06
net1546,5.06
net1547,5.06
net1549,5.06
net1555,5.06
net1557,5.06
net1559,5.06
net1560,5.06
net1561,5.06
net1563,5.06
net1564,5.06
net1567,5.06
net1572,5.06
net1575,5.06
net1580,5.06
net1581,5.06
net1583,5.06
net1584,5.06
net1587,5.06
net1589,5.06
net1591,5.06
net1598,5.06
net1600,5.06
net1611,5.06
net1615,5.06
net1618,5.06
net1620,5.06
net1621,5.06
net1630,5.06
net1632,5.06
net1641,5.06
net1647,5.06
net1648,5.06
net1650,5.06
net1656,5.06
net1657,5.06
net1658,5.06
net1659,5.06
net1668,5.06
net1672,5.06
net1673,5.06
net1677,5.06
net1678,5.06
net1683,5.06
net1696,5.06
net1704,5.06
net1712,5.06
net1713,5.06
net1715,5.06
net1722,5.06
net1723,5.06
net1732,5.06
net1736,5.06
net1741,5.06
net1744,5.06
net1751,5.06
net1752,5.06
net1763,5.06
net1766,5.06
net1775,5.06
net1778,5.06
net1779,5.06
net1780,5.06
net1781,5.06
net1787,5.06
net1788,5.06
net1792,5.06
net1793,5.06
net1794,5.06
net1801,5.06
net1803,5.06
net1805,5.06
net1808,5.06
net1811,5.06
net1818,5.06
net1819,5.06
net1822,5.06
net1826,5.06
net1830,5.06
net1831,5.06
net1833,5.06
net1841,5.06
net1845,5.06
net1846,5.06
net1848,5.06
net1849,5.06
net1852,5.06
net1856,5.06
net1857,5.06
net1879,5.06
net1880,5.06
net1884,5.06
net1886,5.06
net1888,5.06
net1889,5.06
net1892,5.06
net1898,5.06
net1902,5.06
net1906,5.06
net1909,5.06
net1910,5.06
net1913,5.06
net1939,5.06
net1948,5.06
net1952,5.06
net1953,5.06
net1964,5.06
net1969,5.06
net1973,5.06
net1987,5.06
net1996,5.06
net1997,5.06
net1998,5.06
_00586_,5.045
_00615_,5.045
_01201_,5.045
_01822_,5.045
_00046_,5.04
_00082_,5.04
_00112_,5.04
_00949_,5.04
_01876_,5.04
_01885_,5.04
_02070_,5.04
_04559_,5.04
async_fifo_Reading.async_fifo\[11\]\[28\],5.04
net705,5.04
net733,5.04
net763,5.04
net958,5.04
net1333,5.04
net1379,5.04
_00075_,5.035
async_fifo_Writing.async_fifo\[8\]\[67\],5.025
_03641_,5.02
async_fifo_Writing.async_fifo\[10\]\[34\],5.02
async_fifo_Writing.async_fifo\[12\]\[64\],5.02
async_fifo_Writing.async_fifo\[15\]\[59\],5.02
async_fifo_Writing.async_fifo\[15\]\[7\],5.02
async_fifo_Writing.async_fifo\[5\]\[40\],5.02
async_fifo_Writing.async_fifo\[6\]\[27\],5.02
_00442_,5.015
_01386_,5.015
_00368_,5.005
_02132_,5.005
_00034_,5
_00091_,5
_00193_,5
_02345_,5
async_fifo_Reading.async_fifo\[11\]\[19\],5
async_fifo_Reading.async_fifo\[3\]\[4\],5
async_fifo_Reading.async_fifo\[5\]\[16\],5
_00800_,4.985
_00856_,4.985
_01714_,4.98
async_fifo_Writing.async_fifo\[2\]\[36\],4.98
async_fifo_Writing.async_fifo\[9\]\[28\],4.98
_00577_,4.975
_00733_,4.975
_00899_,4.975
_00945_,4.975
_01509_,4.975
_01550_,4.975
_01648_,4.975
_01851_,4.975
_00333_,4.965
_00842_,4.965
net949,4.965
net1018,4.965
net1064,4.965
net1250,4.965
prdata_slaves[5],4.95
s_axi_araddr[10],4.95
s_axi_araddr[7],4.95
s_axi_rdata[15],4.95
s_axi_wstrb[3],4.95
_00567_,4.945
_01158_,4.945
_01051_,4.94
_02292_,4.94
_04994_,4.94
_05083_,4.94
_00639_,4.925
_01759_,4.925
async_fifo_Reading.async_fifo\[13\]\[21\],4.925
_00118_,4.92
_02097_,4.92
_02104_,4.92
_02164_,4.92
_02183_,4.92
_02204_,4.92
_02307_,4.92
_02394_,4.92
_02430_,4.92
_02517_,4.92
_02543_,4.92
_03124_,4.92
_03166_,4.92
_03207_,4.92
_03366_,4.92
_03369_,4.92
_03374_,4.92
_03651_,4.92
_03707_,4.92
_03738_,4.92
_03817_,4.92
_03880_,4.92
_03882_,4.92
_03886_,4.92
_03930_,4.92
_03937_,4.92
_04046_,4.92
_04227_,4.92
_04297_,4.92
_04427_,4.92
_04746_,4.92
apb_master_fsm_block.m_apb_rvalid_recieved,4.92
async_fifo_Reading.async_fifo\[12\]\[26\],4.92
async_fifo_Reading.async_fifo\[12\]\[27\],4.92
async_fifo_Reading.async_fifo\[12\]\[30\],4.92
async_fifo_Reading.wptr_gray_sync1\[2\],4.92
async_fifo_Writing.async_fifo\[0\]\[21\],4.92
net1331,4.92
_02043_,4.9
_04114_,4.9
_04242_,4.9
async_fifo_Writing.async_fifo\[11\]\[64\],4.9
async_fifo_Writing.async_fifo\[12\]\[52\],4.9
async_fifo_Writing.async_fifo\[14\]\[34\],4.9
async_fifo_Writing.async_fifo\[1\]\[37\],4.9
async_fifo_Writing.async_fifo\[3\]\[62\],4.9
_00293_,4.885
_00808_,4.885
_00887_,4.885
_00943_,4.885
_01473_,4.885
_01481_,4.885
_01535_,4.885
_01022_,4.88
_02238_,4.88
_03209_,4.88
_03327_,4.88
_03539_,4.88
_03635_,4.88
_03675_,4.88
_03693_,4.88
_03720_,4.88
_03835_,4.88
_03900_,4.88
_03976_,4.88
_03982_,4.88
_04055_,4.88
_04181_,4.88
_04182_,4.88
_04243_,4.88
_04333_,4.88
_04341_,4.88
_04422_,4.88
_04465_,4.88
_04704_,4.88
net1552,4.88
_00631_,4.865
_02454_,4.86
async_fifo_Reading.async_fifo\[14\]\[26\],4.86
m_apb_paddr[20],4.85
m_apb_paddr[26],4.85
net623,4.85
m_apb_pwdata[20],4.85
m_apb_pwdata[22],4.85
prdata_slaves[34],4.85
pready_slaves[2],4.85
s_axi_araddr[3],4.85
s_axi_araddr[4],4.85
s_axi_awaddr[14],4.85
s_axi_rdata[12],4.85
s_axi_rdata[1],4.85
s_axi_rdata[22],4.85
s_axi_rdata_return[18],4.85
s_axi_rdata_return[1],4.85
_00286_,4.845
_00457_,4.845
_00468_,4.845
_00547_,4.845
_00638_,4.845
_00749_,4.845
_00763_,4.845
_00879_,4.845
_00901_,4.845
_00907_,4.845
_01011_,4.845
_01052_,4.845
_01064_,4.845
_01156_,4.845
_01334_,4.845
_01390_,4.845
_01396_,4.845
_01580_,4.845
_01638_,4.845
_01709_,4.845
_01765_,4.845
_01818_,4.845
_01944_,4.845
_01971_,4.845
net1005,4.845
_03320_,4.84
net620,4.83
net636,4.83
net605,4.83
_00380_,4.82
_00727_,4.82
_00795_,4.82
_02182_,4.82
_02317_,4.82
_03682_,4.82
_04029_,4.82
_04113_,4.82
async_fifo_Writing.async_fifo\[10\]\[45\],4.82
async_fifo_Writing.async_fifo\[11\]\[22\],4.82
async_fifo_Writing.async_fifo\[11\]\[45\],4.82
async_fifo_Writing.async_fifo\[11\]\[52\],4.82
async_fifo_Writing.async_fifo\[13\]\[20\],4.82
async_fifo_Writing.async_fifo\[6\]\[44\],4.82
_01378_,4.805
_01405_,4.805
_01815_,4.805
_00225_,4.8
_02033_,4.8
_02209_,4.8
_02271_,4.8
_02438_,4.8
_02485_,4.8
_03000_,4.8
_03006_,4.8
_03174_,4.8
_03243_,4.8
_03365_,4.8
_03373_,4.8
_03448_,4.8
_03607_,4.8
_03617_,4.8
_03636_,4.8
_03642_,4.8
_03747_,4.8
_03888_,4.8
_03908_,4.8
_03947_,4.8
_03985_,4.8
_04005_,4.8
_04047_,4.8
_04178_,4.8
_04239_,4.8
_04286_,4.8
_04293_,4.8
_04295_,4.8
_04322_,4.8
_04390_,4.8
_04696_,4.8
_04883_,4.8
_05103_,4.8
_05179_,4.8
async_fifo_Reading.async_fifo\[6\]\[11\],4.8
async_fifo_Writing.async_fifo\[12\]\[0\],4.8
async_fifo_Writing.async_fifo\[12\]\[42\],4.8
async_fifo_Writing.async_fifo\[12\]\[60\],4.8
async_fifo_Writing.async_fifo\[3\]\[57\],4.8
net728,4.8
net850,4.8
net1134,4.8
net1258,4.8
net1265,4.8
_01837_,4.78
net1417,4.765
_02448_,4.76
_02585_,4.76
_03076_,4.76
_03220_,4.76
_03231_,4.76
_03405_,4.76
_03494_,4.76
_03809_,4.76
_03913_,4.76
_03941_,4.76
_03959_,4.76
_03967_,4.76
_03997_,4.76
_03999_,4.76
_04109_,4.76
_04198_,4.76
_04273_,4.76
_04282_,4.76
_04320_,4.76
_04323_,4.76
_04331_,4.76
_04351_,4.76
async_fifo_Writing.wptr\[3\],4.76
net897,4.76
_01060_,4.755
prdata_slaves[102],4.73
prdata_slaves[22],4.73
s_axi_awaddr[3],4.73
s_axi_wdata[0],4.73
_00605_,4.725
_01013_,4.725
_01054_,4.725
_02028_,4.725
_01674_,4.72
_04073_,4.72
_01787_,4.705
_00229_,4.7
_00521_,4.7
_00587_,4.7
_00599_,4.7
_00652_,4.7
_00662_,4.7
_00686_,4.7
_00715_,4.7
_01387_,4.7
_01389_,4.7
_01556_,4.7
_01904_,4.7
net1868,4.7
net1900,4.7
_00673_,4.695
async_fifo_Writing.async_fifo\[8\]\[39\],4.685
_00218_,4.68
_01468_,4.68
_02410_,4.68
_02563_,4.68
_03493_,4.68
_04304_,4.68
_04845_,4.68
async_fifo_Reading.async_fifo\[12\]\[10\],4.68
async_fifo_Reading.async_fifo\[4\]\[35\],4.68
async_fifo_Reading.async_fifo\[6\]\[5\],4.68
async_fifo_Writing.async_fifo\[0\]\[59\],4.68
async_fifo_Writing.async_fifo\[13\]\[42\],4.68
net1093,4.68
net1870,4.68
_01130_,4.675
async_fifo_Reading.async_fifo\[2\]\[30\],4.675
_04929_,4.66
net1612,4.66
net1922,4.66
_01652_,4.645
_00524_,4.635
_00339_,4.625
_00495_,4.625
_00558_,4.625
_00774_,4.625
_00780_,4.625
_00818_,4.625
_00840_,4.625
_00938_,4.625
_01435_,4.625
_01621_,4.625
_01790_,4.625
_01842_,4.625
net719,4.625
net776,4.625
net893,4.625
net934,4.625
net1200,4.625
net1354,4.625
m_apb_paddr[30],4.61
m_apb_paddr[4],4.61
m_apb_pclk,4.61
m_apb_penable,4.61
m_apb_pwdata[13],4.61
prdata_slaves[119],4.61
prdata_slaves[120],4.61
prdata_slaves[50],4.61
prdata_slaves[59],4.61
prdata_slaves[92],4.61
s_axi_araddr[22],4.61
s_axi_araddr[28],4.61
s_axi_rdata[21],4.61
s_axi_rdata[23],4.61
s_axi_rdata_return[14],4.61
s_axi_rdata_return[28],4.61
sw_axi_slave_state[1],4.61
_00554_,4.605
_01226_,4.605
_02258_,4.6
net180,4.6
_00321_,4.585
_00388_,4.585
_00461_,4.585
_00478_,4.585
_00581_,4.585
_01519_,4.585
_01584_,4.585
_01585_,4.585
_01710_,4.585
_01819_,4.585
_00032_,4.58
_00045_,4.58
_00085_,4.58
_00139_,4.58
_00141_,4.58
_00162_,4.58
_00620_,4.58
_00839_,4.58
_01872_,4.58
_01892_,4.58
_02011_,4.58
_02260_,4.58
net298,4.58
net860,4.58
net920,4.58
net943,4.58
net1019,4.58
net1290,4.58
net1326,4.58
net1338,4.58
net1754,4.58
_00205_,4.56
_02605_,4.56
async_fifo_Writing.async_fifo\[12\]\[57\],4.56
async_fifo_Writing.async_fifo\[15\]\[43\],4.56
async_fifo_Writing.async_fifo\[5\]\[41\],4.56
_00661_,4.555
_01432_,4.545
_01798_,4.54
_01937_,4.54
async_fifo_Reading.rptr_gray\[3\],4.54
_01640_,4.525
_00564_,4.505
_01394_,4.505
net819,4.505
net1036,4.505
_01859_,4.485
_02419_,4.48
async_fifo_Reading.async_fifo\[13\]\[19\],4.465
async_fifo_Reading.async_fifo\[14\]\[10\],4.465
async_fifo_Reading.async_fifo\[2\]\[19\],4.465
async_fifo_Reading.async_fifo\[2\]\[4\],4.465
_00037_,4.46
_00214_,4.46
_01042_,4.46
_01053_,4.46
_01125_,4.46
_01299_,4.46
_01408_,4.46
_01897_,4.46
_02044_,4.46
_02101_,4.46
_02324_,4.46
_02571_,4.46
_03098_,4.46
_03197_,4.46
_03299_,4.46
_03510_,4.46
_03540_,4.46
_03568_,4.46
_03679_,4.46
_03732_,4.46
_03735_,4.46
_03823_,4.46
_03837_,4.46
_04023_,4.46
_04045_,4.46
_04048_,4.46
_04070_,4.46
_04185_,4.46
_04190_,4.46
_04274_,4.46
_04310_,4.46
_04408_,4.46
_04418_,4.46
_04442_,4.46
_04586_,4.46
_04644_,4.46
_04694_,4.46
_04862_,4.46
_04941_,4.46
_04954_,4.46
_05060_,4.46
async_fifo_Reading.async_fifo\[0\]\[8\],4.46
async_fifo_Reading.async_fifo\[12\]\[28\],4.46
async_fifo_Reading.async_fifo\[12\]\[31\],4.46
async_fifo_Reading.async_fifo\[6\]\[25\],4.46
async_fifo_Reading.rptr_gray_sync1\[4\],4.46
axi_slave_fsm_block.axi_wdata_reg\[31\],4.46
net698,4.46
net1636,4.46
_01841_,4.455
async_fifo_Writing.async_fifo\[4\]\[50\],4.445
async_fifo_Writing.async_fifo\[1\]\[28\],4.44
_00665_,4.425
_00941_,4.425
_00182_,4.42
_01282_,4.42
_01298_,4.42
_02512_,4.42
_02575_,4.42
_02983_,4.42
_03246_,4.42
_03282_,4.42
_03370_,4.42
_03386_,4.42
_03425_,4.42
_03466_,4.42
_03471_,4.42
_03545_,4.42
_03643_,4.42
_03950_,4.42
_03954_,4.42
_03972_,4.42
_03981_,4.42
_04009_,4.42
_04020_,4.42
_04108_,4.42
_04196_,4.42
_04296_,4.42
_04299_,4.42
_04387_,4.42
_04932_,4.42
net1771,4.42
_00742_,4.405
m_apb_pwdata[31],4.39
prdata_slaves[118],4.39
prdata_slaves[32],4.39
prdata_slaves[36],4.39
prdata_slaves[3],4.39
s_axi_wdata[12],4.39
_00276_,4.385
_00287_,4.385
_00345_,4.385
_00433_,4.385
_00557_,4.385
_00606_,4.385
_00751_,4.385
_00916_,4.385
_01106_,4.385
_01219_,4.385
_01422_,4.385
_01624_,4.385
_01726_,4.385
_01961_,4.385
_02125_,4.385
net962,4.385
_00996_,4.36
_02329_,4.36
_02980_,4.36
_03226_,4.36
_03375_,4.36
_03794_,4.36
_03801_,4.36
_04180_,4.36
_04587_,4.36
_00149_,4.34
_02017_,4.34
_02160_,4.34
_02193_,4.34
_02245_,4.34
_02368_,4.34
_02383_,4.34
_02426_,4.34
_02433_,4.34
_03062_,4.34
_03178_,4.34
_03430_,4.34
_03437_,4.34
_03854_,4.34
_03860_,4.34
_03962_,4.34
_04019_,4.34
_04042_,4.34
_04083_,4.34
_04221_,4.34
_04225_,4.34
_04308_,4.34
_04336_,4.34
_04338_,4.34
_04453_,4.34
_04461_,4.34
_04527_,4.34
_05130_,4.34
_05199_,4.34
_05219_,4.34
_05282_,4.34
async_fifo_Writing.async_fifo\[10\]\[29\],4.34
async_fifo_Writing.async_fifo\[15\]\[4\],4.34
net237,4.34
net300,4.34
net938,4.34
net1166,4.34
net1365,4.34
net1860,4.34
_00740_,4.325
_00855_,4.325
_01259_,4.325
_01586_,4.325
_04706_,4.32
async_fifo_Writing.async_fifo\[0\]\[62\],4.32
async_fifo_Writing.async_fifo\[13\]\[37\],4.32
_04340_,4.3
_00604_,4.295
_00667_,4.295
_01140_,4.295
_01383_,4.295
_01430_,4.295
_01582_,4.295
_01707_,4.295
async_fifo_Writing.async_fifo\[4\]\[24\],4.28
pslverr_slaves[2],4.27
_00227_,4.265
_00985_,4.265
_01421_,4.265
_01440_,4.26
_01964_,4.26
_01010_,4.245
_00289_,4.24
_00884_,4.24
